timestamp,open,high,low,close,volume,spread_bps,depth,imbalance
2026-02-14T23:42:40+00:00,58916.4,58916.4,58916.4,58916.4,0.0131898,0.79776963977306,2.16913881,0.2828337804716149
2026-02-14T23:42:45+00:00,58914.25,58914.7,58913.3,58914.05,0.0,0.6619813100610126,2.21542806,0.2560340054553611
2026-02-14T23:42:50+00:00,58914.05,58914.95,58913.35,58914.8,0.0,0.8486831831729887,2.19824303,0.2658524749194815
2026-02-14T23:42:55+00:00,58914.8,58915.2,58912.65,58915.2,0.0,0.763810327224831,2.29278915,0.21364196965080717
2026-02-14T23:43:00+00:00,58915.15,58915.45,58912.55,58912.65,0.0,0.016974283112370602,2.21680784,0.25524886270701747
2026-02-14T23:43:05+00:00,58912.65,58915.1,58912.55,58914.95,0.0,0.831707401941273,2.28406884,0.2122548985870321
2026-02-14T23:43:10+00:00,58914.95,58914.95,58912.75,58912.75,0.0,0.016974254299790794,2.30834334,0.19950364056327946
2026-02-14T23:43:15+00:00,58912.75,58916.0,58912.75,58915.35,0.0,0.7468335952908747,2.12540914,0.3027345972550019
2026-02-14T23:43:20+00:00,58915.4,58917.65,58915.35,58917.65,0.0,0.01697284260319276,2.87958779,0.41403186044208085
2026-02-14T23:43:25+00:00,58917.65,58923.75,58917.65,58922.6,0.05939925,1.4765145093007686,2.57119726,0.5673721665369229
2026-02-14T23:43:30+00:00,58922.55,58922.7,58918.55,58918.55,0.0,1.3746859224524397,2.22294502,0.24557305515365377
2026-02-14T23:43:35+00:00,58922.55,58922.6,58918.55,58919.95,0.0,0.01697218005106929,2.06979575,0.2686029527309639
2026-02-14T23:43:40+00:00,58919.95,58920.85,58918.95,58920.85,0.0007172,0.5600733865855635,1.77912236,0.5885121358375823
2026-02-14T23:43:45+00:00,58920.85,58920.85,58918.95,58918.95,0.0,0.01697246811085398,2.00005745,0.3990695617268394
2026-02-14T23:43:50+00:00,58918.95,58919.0,58918.95,58918.95,3.272e-05,0.01697246811085398,2.8732712,0.41217342797296685
2026-02-14T23:43:55+00:00,58918.95,58918.95,58918.95,58918.95,0.0,0.01697246811085398,1.48084018,-0.16853117802354606
2026-02-14T23:44:00+00:00,58918.95,58923.15,58918.95,58919.15,0.00043949,0.01697241049811479,2.57209208,-0.3132315465160174
2026-02-14T23:44:05+00:00,58919.15,58919.2,58898.45,58898.45,0.00050557,0.016978375492054543,2.47013043,0.3232405950320607
2026-02-14T23:44:10+00:00,58898.45,58901.45,58896.0,58900.85,0.0,1.2733262762761488,2.40497465,0.6161696340541469
2026-02-14T23:44:15+00:00,58900.85,58901.75,58900.45,58901.35,0.0,1.001674834277992,1.23852456,-0.028632133060001654
2026-02-14T23:44:20+00:00,58901.35,58912.8,58901.25,58908.45,0.0,0.01697549332905551,1.9299025,-0.3916628016182165
2026-02-14T23:44:25+00:00,58908.45,58908.45,58902.65,58905.15,0.0001,0.7978928837291815,1.50312395,0.41617124788677606
2026-02-14T23:44:30+00:00,58905.15,58907.85,58902.95,58903.55,0.0,0.016976905466648446,1.17408963,-0.0012968771387581372
2026-02-14T23:44:35+00:00,58903.55,58916.85,58903.55,58914.65,0.0,1.7143443948152115,2.01160201,0.04426586847564345
2026-02-14T23:44:40+00:00,58914.65,58914.65,58912.3,58912.3,0.0,1.0184630374302142,1.92181121,0.44753981323691
